RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50
1,71.88498403,0.04571429,0.05028571,0.09828571,0.06514286,0.17733333,0.03314286,0.07666667,0.11333333,0.23400000,0.38466667,0.68151925,0.31848075,834.66666667,831.33333333,12.60492695,0,28.88294071,0,37.16974438,0,50.14421233,0,0,16.36295955,24.59900274,38.01061228,0,8.79408379,24.28876224,0,16.45535271,0,0,171.05238847,168.38736218,157.44622073,140.80036676,148.36310248,7,6,276.81682672,834.66666667,276.81682672,312.30344218,359.27037173,20.23680745,49.75604608,-0.11238467,0.09188572,-0.40016770,0.08208270,4,80.00000000
