Timestamp,Processed_Voltage
0.013047456741333,-1.5509040566591354
0.0148618221282958,-0.7210451116101496
0.0173642635345459,0.13336502225095223
0.0251696109771728,0.8849364722939728
0.0329833030700683,1.3309551786835796
0.0407948493957519,1.394067350860224
0.0486083030700683,1.2081299798567333
0.0564081668853759,1.0115946512649427
0.0642383098602294,0.9469003003492085
0.0720558166503906,0.9522635146011981
0.0798656940460205,0.8784254177124511
0.0876772403717041,0.7216856155359703
0.0954887866973877,0.6772226119490479
0.1033003330230712,0.9014589644129224
0.111116886138916,1.2710369146135923
0.1189260482788086,1.4799967713711772
0.126739501953125,1.3851197505375294
0.1345479488372802,1.1657568719796618
0.1423628330230713,1.094893987061727
0.1501786708831787,1.221440973441916
0.1579885482788086,1.3605563295241638
0.1658041477203369,1.365088102961383
0.1736104488372802,1.3011727190248752
0.1814255714416504,1.32387918392663
0.1892402172088623,1.459582105674545
0.1970529556274414,1.5829677492838732
0.2048628330230713,1.5764916397627846
0.2126750946044922,1.4454907865095297
0.2204868793487548,1.2829867485704587
0.2283031940460205,1.1792688816239323
0.2361106872558593,1.1739644288475837
0.2439260482788086,1.242682940103868
0.2517380714416504,1.3065674272071417
0.2595515251159668,1.2966709771836924
0.2673649787902832,1.23803205865805
0.2751743793487549,1.2302153741095123
0.2829878330230713,1.3024187665677562
0.2907986640930176,1.33300292619673
0.2986114025115967,1.194047447437918
0.3064281940460205,0.962334176974679
0.3142375946044922,0.8828405895823828
0.3220503330230713,1.0757013269859927
0.3298625946044922,1.3581991818431658
0.3376834392547607,1.43989455786777
0.3454856872558594,1.2561405314041874
0.3532977104187011,1.0214928355925135
0.3611118793487549,0.9599583140221729
0.3692622184753418,1.0675265080077005
0.3768684864044189,1.163575999537527
0.3845629692077636,1.1000044666358983
0.3923680782318115,0.8727062872640424
0.4001781940460205,0.5894689076933627
0.4079878330230713,0.40027694392692303
0.4158017635345459,0.4227607229841717
0.4236104488372803,0.641318848385663
0.4314870834350586,0.8674178577124522
0.439246654510498,0.8792255275357725
0.4470517635345459,0.648810414507477
0.4548623561859131,0.3938254197407883
0.4626739025115967,0.3592785711769993
0.4704885482788086,0.5656082701513246
0.4783008098602295,0.8063923247864732
0.4861140251159668,0.8751132348886818
0.4939243793487549,0.7532319559322497
0.5017380714416504,0.5862476926849864
0.5095584392547607,0.5273130532232955
0.5173637866973877,0.6160372401176807
0.5251748561859131,0.7595658384017151
0.5329868793487549,0.8003947432852937
0.5408005714416504,0.644254253017245
0.5486114025115967,0.37346460899091494
0.5564277172088623,0.21322730689281572
0.5642359256744385,0.32280905790531605
0.5720508098602295,0.6170646875607161
0.5798642635345459,0.8494406227366122
0.5876967906951904,0.8775862200081913
0.5956244468688965,0.7790258287463854
0.6034126281738281,0.6765596804600118
0.6112174987792969,0.5442084175959245
0.619035005569458,0.29565176312772773
0.6268465518951416,0.02378044950203156
0.6346554756164551,-0.0033634563858458946
0.642467737197876,0.3453586116631834
0.6502788066864014,0.8461272536674125
0.6580982208251953,1.1115811771021313
0.6659080982208252,0.976660028591381
0.6737203598022461,0.6302890091165163
0.681523323059082,0.3860198782147419
0.6893510818481445,0.3953567524136681
0.6972153186798096,0.5863354041576659
0.7050137519836426,0.7957942618928323
0.712834358215332,0.9054667935806018
0.7206335067749023,0.8937033350573933
0.7284481525421143,0.8278435366210775
0.7362594604492188,0.8080334532060185
0.744063138961792,0.8646101879417036
0.7518932819366455,0.9023926062763541
0.7597043514251709,0.7992956334980957
0.7675058841705322,0.5768441338931384
0.7753696441650391,0.41195725385578247
0.7831363677978516,0.4323886210362853
0.7909567356109619,0.5481770406283827
0.7987759113311768,0.5584103261355273
0.8065805435180664,0.4058205933962475
0.8143839836120605,0.2426740329833634
0.822197675704956,0.22748447483220655
0.8300161361694336,0.3350944294059131
0.8378422260284424,0.4219328353001698
0.8456370830535889,0.42318603249221276
0.8534471988677979,0.40593219852002044
0.8612592220306396,0.4434132857657131
0.8690750598907471,0.5170942264857241
0.8768837451934814,0.5602549268523976
0.8846943378448486,0.5304746987833416
0.8925089836120605,0.40654663506792865
0.9003617763519287,0.17845095995679888
0.9081358909606934,-0.09857739907646278
0.9159533977508544,-0.280997341414045
0.923757791519165,-0.25178492248158646
0.9315617084503174,-0.06591594724865121
0.9393856525421144,0.08018299324037825
0.9472038745880128,0.051038237567527116
0.9550049304962158,-0.09132568657637927
0.962822437286377,-0.17746646322342033
0.9706292152404784,-0.12490938468717293
0.9784398078918456,-0.00737769109486771
0.986253261566162,0.04878555799085906
0.994070529937744,-0.0031525342500714677
1.0018870830535889,-0.09603963845205556
1.009702444076538,-0.11247580232627413
1.0175158977508545,0.012008158083312015
1.025363206863403,0.20756977739051968
1.033139944076538,0.2939355517637739
1.040947198867798,0.14423220034154097
1.0487608909606934,-0.15028232590863627
1.056572437286377,-0.3333496463750904
1.0643870830535889,-0.25379132216799716
1.0721991062164309,-0.04794375874734783
