Timestamp,LO_plus,LO_minus,Raw_ADC,Voltage_mV
1764842837.0374591,0,0,-1865,-233.125
1764842837.039284,0,0,-1865,-233.125
1764842837.040989,0,0,-1570,-196.250
1764842837.0434823,0,0,259,32.375
1764842837.0474896,0,1,1593,199.125
1764842837.051471,0,0,906,113.250
1764842837.0554674,0,0,-718,-89.750
1764842837.0594704,0,0,-633,-79.125
1764842837.063466,0,0,685,85.625
1764842837.0674708,1,0,1645,205.625
1764842837.071519,0,0,1442,180.250
1764842837.0754828,0,0,803,100.375
1764842837.079482,0,0,733,91.625
1764842837.08347,0,0,1323,165.375
1764842837.0874732,0,0,1728,216.000
1764842837.0914683,0,0,187,23.375
1764842837.0955184,0,0,-2162,-270.250
1764842837.0994816,0,0,-2078,-259.750
1764842837.103468,0,0,-186,-23.250
1764842837.1074812,0,0,1505,188.125
1764842837.1114814,0,0,1529,191.125
1764842837.1154783,0,0,679,84.875
1764842837.1195257,0,0,501,62.625
1764842837.123488,0,0,1145,143.125
1764842837.1274781,0,0,1699,212.375
1764842837.131467,0,0,903,112.875
1764842837.1354904,0,0,-862,-107.750
1764842837.1394796,0,0,-906,-113.250
1764842837.1434665,0,0,410,51.250
1764842837.1474771,0,0,1549,193.625
1764842837.151478,0,0,1423,177.875
1764842837.1554782,0,0,396,49.500
1764842837.1594741,0,0,166,20.750
1764842837.1634653,0,0,886,110.750
1764842837.1674786,1,0,1594,199.250
1764842837.1714776,0,0,1032,129.000
1764842837.175477,0,0,-673,-84.125
1764842837.1794794,0,0,-850,-106.250
1764842837.1834772,0,0,338,42.250
1764842837.187479,0,0,1462,182.750
1764842837.1914682,0,0,1089,136.125
1764842837.1954665,0,0,-163,-20.375
1764842837.1994798,0,0,-289,-36.125
1764842837.2034795,0,0,630,78.750
1764842837.207547,0,1,1524,190.500
1764842837.2114909,0,0,1466,183.250
1764842837.215524,0,0,731,91.375
1764842837.219488,0,0,457,57.125
1764842837.2234695,0,0,942,117.750
1764842837.2274766,0,0,1528,191.000
1764842837.2315543,0,0,739,92.375
1764842837.2354944,0,0,-1442,-180.250
1764842837.2394793,0,0,-1649,-206.125
1764842837.2434685,0,0,-200,-25.000
1764842837.24748,0,0,1287,160.875
1764842837.2514749,0,0,1139,142.375
1764842837.2555099,0,0,-712,-89.000
1764842837.2594929,0,0,-1133,-141.625
1764842837.2634857,0,0,-3,-0.375
1764842837.2674797,0,0,1291,161.375
1764842837.2714753,0,0,1466,183.250
1764842837.2754874,0,0,894,111.750
1764842837.279475,0,0,613,76.625
1764842837.2835062,0,0,976,122.000
1764842837.2875009,0,0,1534,191.750
1764842837.2914708,0,0,1384,173.000
1764842837.295465,0,0,597,74.625
1764842837.2994788,0,0,258,32.250
1764842837.3034778,0,0,704,88.000
1764842837.3074758,0,0,1404,175.500
1764842837.311467,0,0,1706,213.250
1764842837.3154638,0,0,2455,306.875
1764842837.3194785,0,0,2368,296.000
1764842837.3234782,0,0,1910,238.750
1764842837.3275309,0,0,1693,211.625
1764842837.3314886,0,0,955,119.375
1764842837.335473,0,0,-1109,-138.625
1764842837.3394697,0,0,-1684,-210.500
1764842837.3435216,0,0,-528,-66.000
1764842837.3474972,0,0,995,124.375
1764842837.3514667,0,0,1744,218.000
1764842837.3554666,0,0,2259,282.375
1764842837.3594763,0,0,2060,257.500
1764842837.3635075,0,0,1744,218.000
1764842837.3675032,0,0,1799,224.875
1764842837.3714676,0,0,2175,271.875
1764842837.3754659,0,0,3918,489.750
1764842837.3794765,0,0,4061,507.625
1764842837.3834724,0,0,2706,338.250
1764842837.387471,0,0,1568,196.000
1764842837.3914647,0,0,1419,177.375
1764842837.395519,0,0,3735,466.875
1764842837.399482,0,0,4418,552.250
1764842837.4034636,0,0,2949,368.625
1764842837.4074767,0,0,1462,182.750
1764842837.4114742,0,0,1055,131.875
1764842837.4154732,0,0,2837,354.625
1764842837.419471,0,0,3340,417.500
1764842837.4235198,0,0,2137,267.125
1764842837.4274867,0,0,997,124.625
1764842837.431533,0,0,851,106.375
1764842837.4354858,0,0,2799,349.875
1764842837.4394736,0,0,3320,415.000
1764842837.4434621,0,0,2047,255.875
1764842837.447476,0,0,847,105.875
1764842837.4514737,0,0,718,89.750
1764842837.4555202,0,0,3036,379.500
