Timestamp,LO_plus,LO_minus,Raw_ADC,Voltage_mV
1765544817.4491148,0,0,10630,1328.750
1765544817.4509094,0,0,10630,1328.750
1765544817.4526162,0,0,7836,979.500
1765544817.455262,0,0,14653,1831.625
1765544817.4592607,0,0,17094,2136.750
1765544817.4632607,0,0,14152,1769.000
1765544817.4672556,1,1,10511,1313.875
1765544817.4712613,0,0,8266,1033.250
1765544817.4752612,0,0,15604,1950.500
1765544817.4792585,0,0,18098,2262.250
1765544817.4832597,0,0,14785,1848.125
1765544817.487257,1,1,10746,1343.250
1765544817.4912653,0,0,8170,1021.250
1765544817.4952605,0,0,15443,1930.375
1765544817.49926,0,0,18216,2277.000
1765544817.50327,0,0,15007,1875.875
1765544817.507271,1,1,10918,1364.750
1765544817.5113127,0,0,8180,1022.500
1765544817.5152676,0,0,15368,1921.000
1765544817.5192606,0,0,18382,2297.750
1765544817.5232737,0,0,15285,1910.625
1765544817.5272748,1,1,11120,1390.000
1765544817.531308,0,0,7967,995.875
1765544817.5352693,0,0,14397,1799.625
1765544817.5392604,0,0,17610,2201.250
1765544817.543269,0,0,14799,1849.875
1765544817.547256,1,1,10957,1369.625
1765544817.5512576,0,0,8266,1033.250
1765544817.5552568,0,0,15267,1908.375
1765544817.5592582,0,0,18626,2328.250
1765544817.5632706,0,0,15747,1968.375
1765544817.5672696,1,1,11479,1434.875
1765544817.5713127,0,0,8162,1020.250
1765544817.5752661,0,0,14752,1844.000
1765544817.5792656,0,0,18510,2313.750
1765544817.583266,0,0,15802,1975.250
1765544817.5872664,1,1,11554,1444.250
1765544817.5912654,0,0,8255,1031.875
1765544817.5952542,0,0,14711,1838.875
1765544817.599256,0,0,18622,2327.750
1765544817.6032703,0,0,16046,2005.750
1765544817.6072693,1,1,11740,1467.500
1765544817.611308,0,0,8066,1008.250
1765544817.6152644,0,0,13896,1737.000
1765544817.6192575,0,0,18252,2281.500
1765544817.6232667,0,0,15821,1977.625
1765544817.627266,1,1,11622,1452.750
1765544817.6312675,0,0,8072,1009.000
1765544817.6352522,0,0,13935,1741.875
1765544817.639261,0,0,18475,2309.375
1765544817.6433315,0,0,16212,2026.500
1765544817.6472905,1,1,11919,1489.875
1765544817.6512725,0,0,8307,1038.375
1765544817.6552565,0,0,13816,1727.000
1765544817.6592584,0,0,18451,2306.375
1765544817.6632676,0,0,16257,2032.125
1765544817.667264,1,1,11958,1494.750
1765544817.6712685,0,0,8261,1032.625
1765544817.6752539,0,0,13445,1680.625
1765544817.6792543,0,0,18412,2301.500
1765544817.6832697,0,0,16436,2054.500
1765544817.6872714,1,1,12129,1516.125
1765544817.6912692,0,0,8272,1034.000
1765544817.6952631,0,0,13159,1644.875
1765544817.699265,0,0,18415,2301.875
1765544817.7032704,0,0,16676,2084.500
1765544817.7073154,1,1,12353,1544.125
1765544817.7112734,0,0,8358,1044.750
1765544817.7152555,0,0,12644,1580.500
1765544817.719255,0,0,18202,2275.250
1765544817.723268,0,0,16611,2076.375
1765544817.7272637,1,1,12336,1542.000
1765544817.7312906,0,0,8417,1052.125
1765544817.7352781,0,0,12467,1558.375
1765544817.7392569,0,0,18214,2276.750
1765544817.743266,0,0,16801,2100.125
1765544817.7472637,1,1,12515,1564.375
1765544817.751266,0,0,8513,1064.125
1765544817.7552497,0,0,12228,1528.500
1765544817.7592533,0,0,18222,2277.750
1765544817.7634647,0,0,17073,2134.125
1765544817.7674615,1,1,12784,1598.000
1765544817.771288,0,0,8673,1084.125
1765544817.7752624,0,0,11872,1484.000
1765544817.7792625,0,0,18071,2258.875
1765544817.7832727,0,0,17070,2133.750
