RECORD,hbpermin,Pseg,PQseg,QRSseg,QRseg,QTseg,RSseg,STseg,Tseg,PTseg,ECGseg,QRtoQSdur,RStoQSdur,RRmean,PPmean,PQdis,PonQdis,PRdis,PonRdis,PSdis,PonSdis,PTdis,PonTdis,PToffdis,QRdis,QSdis,QTdis,QToffdis,RSdis,RTdis,RToffdis,STdis,SToffdis,PonToffdis,PonPQang,PQRang,QRSang,RSTang,STToffang,RRTot,NNTot,SDRR,IBIM,IBISD,SDSD,RMSSD,QRSarea,QRSperi,PQslope,QRslope,RSslope,STslope,NN50,pNN50
1,63.89776358,0.04300000,0.11900000,0.06545455,0.03363636,0.24090909,0.03181818,0.17545455,0.06272727,0.37600000,0.46700000,0.50162338,0.49837662,939.00000000,953.33333333,10.89627354,0,14.55715328,0,16.97559165,0,34.23011277,0,0,6.69169549,6.55605726,24.28221225,0,6.76755050,21.04324877,0,17.84790295,0,0,148.83901158,103.26336257,57.49664888,107.50095484,150.16032697,11,10,69.92138443,939.00000000,69.92138443,46.85148587,47.49268950,19.12320635,20.01530324,-0.10818444,1.92276891,-1.98133413,0.18464168,3,33.33333333
